Search Term,Event count,Total users,Event count per active user,Total revenue
Senf,14,10,1.4,0
Weisskabis,14,12,1.1666666666666700,0
aktifit,14,6,2.3333333333333300,0
bimi,14,10,1.4,0
bratbutter,14,7,2,0
brötchen,14,4,3.5,0
burger,14,10,1.4,0
carotte,14,5,2.8,0
coleslaw,14,11,1.2727272727272700,0
couronne,14,5,2.8,0
dallenwiler,14,9,1.5555555555555600,0
datterini,14,9,1.5555555555555600,0
deko,14,5,2.8,0
endivie,14,10,1.4,0
endivien,14,12,1.1666666666666700,0
essiggurken,14,11,1.2727272727272700,0
fisch,14,8,1.75,0
freiämter,14,11,1.2727272727272700,0
juice,14,3,4.666666666666670,0
kartoffeln scheiben,14,5,2.8,0
knirps,14,9,1.5555555555555600,0
knödel,14,11,1.2727272727272700,0
kress,14,4,3.5,0
maizena,14,11,1.2727272727272700,0
melon,14,5,2.8,0
mint,14,6,2.3333333333333300,0
mungobohnensprossen,14,12,1.1666666666666700,0
peter,14,9,1.5555555555555600,0
pfefferminz,14,11,1.2727272727272700,0
pfirsich,14,8,1.75,0
pistazien,14,9,1.5555555555555600,0
pitahaya,14,11,1.2727272727272700,0
purefood,14,2,7,0
radi,14,11,1.2727272727272700,0
rote zwiebel,14,7,2,0
rotkohl,14,12,1.1666666666666700,0
salatgurke,14,11,1.2727272727272700,0
salatspinat,14,12,1.1666666666666700,0
selleriesalat,14,9,1.5555555555555600,0
skyr,14,8,1.75,0
spätzle,14,10,1.4,0
sternfrucht,14,11,1.2727272727272700,0
vollmilch uht,14,7,2,0
wasabi,14,6,2.3333333333333300,0
wok gemüse,14,9,1.5555555555555600,0
zimt,14,12,1.1666666666666700,0
Antipasti,13,2,6.5,0
Blaubeeren,13,10,1.3,0
Erbsen,13,11,1.1818181818181800,0
Karotten ,13,7,1.8571428571428600,0
Kartoffeln ,13,5,2.6,0
Magerquark,13,12,1.0833333333333300,0
Orangensaft,13,9,1.4444444444444400,0
Toast,13,8,1.625,0
Zuckerhut,13,7,1.8571428571428600,0
apfelwürfel,13,10,1.3,0
baby gemüse,13,3,4.333333333333330,0
banana,13,7,1.8571428571428600,0
basmati,13,9,1.4444444444444400,0
bio milch,13,6,2.1666666666666700,0
büffel mozzarella,13,5,2.6,0
caffe latte,13,6,2.1666666666666700,0
camembert,13,11,1.1818181818181800,0
chilli,13,11,1.1818181818181800,0
china,13,9,1.4444444444444400,0
chirat,13,10,1.3,0
eis,13,6,2.1666666666666700,0
gemüse julienne,13,4,3.25,0
gemüsesticks,13,8,1.625,0
granat,13,11,1.1818181818181800,0
hafer,13,9,1.4444444444444400,0
hydr,13,1,13,0
jalapenos,13,8,1.625,0
kaffir,13,11,1.1818181818181800,0
kartoffeln c,13,6,2.1666666666666700,0
kernser,13,10,1.3,0
kirschen,13,10,1.3,0
kräuterbutter,13,11,1.1818181818181800,0
lizzi,13,5,2.6,0
mochi,13,2,6.5,0
muffin,13,10,1.3,0
mung,13,8,1.625,0
orangen blond,13,12,1.0833333333333300,0
panko,13,12,1.0833333333333300,0
papier,13,11,1.1818181818181800,0
pear,13,2,6.5,0
peterlie,13,9,1.4444444444444400,0
portulak,13,6,2.1666666666666700,0
puderzucker,13,10,1.3,0
quiche,13,9,1.4444444444444400,0
radicchio,13,9,1.4444444444444400,0
randen gelb,13,9,1.4444444444444400,0
ruchbrot,13,10,1.3,0
sakura mix,13,6,2.1666666666666700,0
salzkartoffeln,13,13,1,0
seedless,13,5,2.6,0
shitake,13,9,1.4444444444444400,0
thai,13,10,1.3,0
thon,13,10,1.3,0
tortilla,13,7,1.8571428571428600,0
vanilleglace,13,7,1.8571428571428600,0
waldbeer,13,8,1.625,0
wassermelone,13,12,1.0833333333333300,0
weisswein,13,10,1.3,0
ziegenkäse,13,12,1.0833333333333300,0
zopf,13,11,1.1818181818181800,0
zwiebeln gelb,13,10,1.3,0
27630,12,3,4,0
75882,12,6,2,0
91773,12,2,6,0
Apfelmus,12,10,1.2,0
Bistro,12,3,4,0
Blattspinat,12,10,1.2,0
Blumen,12,6,2,0
EMMI,12,2,6,0
Honig,12,9,1.3333333333333300,0
Julienne,12,7,1.7142857142857100,0
Ketchup,12,8,1.5,0
Koppert,12,3,4,0
Liscio,12,6,2,0
Peperoni gelb,12,9,1.3333333333333300,0
Radiesli,12,8,1.5,0
Steinpilze,12,6,2,0
Süsskartoffeln,12,11,1.0909090909090900,0
Thai,12,3,4,0
atsina,12,7,1.7142857142857100,0
baby karotten,12,7,1.7142857142857100,0
baby rüebli,12,5,2.4,0
berliner,12,8,1.5,0
bier,12,8,1.5,0
birchermüesli,12,11,1.0909090909090900,0
bohnen tk,12,8,1.5,0
butter ,12,6,2,0
cafe latte,12,10,1.2,0
cassata,12,8,1.5,0
chicken,12,7,1.7142857142857100,0
cipolotte,12,9,1.3333333333333300,0
coco,12,9,1.3333333333333300,0
cooh,12,5,2.4,0
cristallina,12,10,1.2,0
eisberg foliert,12,10,1.2,0
feige,12,8,1.5,0
fischstäbchen,12,9,1.3333333333333300,0
gersten,12,8,1.5,0
getrocknete tomaten,12,9,1.3333333333333300,0
grillgemüse,12,7,1.7142857142857100,0
himbeere,12,8,1.5,0
joghurt laktosefrei,12,7,1.7142857142857100,0
käse scheiben,12,3,4,0
lemon,12,4,3,0
magermilch,12,10,1.2,0
mozzarella ,12,8,1.5,0
nature joghurt,12,12,1,0
petersilienwurzel,12,11,1.0909090909090900,0
portwein,12,8,1.5,0
raclette käse,12,5,2.4,0
raclettes,12,6,2,0
randen gedämpft,12,8,1.5,0
randensprossen,12,11,1.0909090909090900,0
rüebli ,12,5,2.4,0
schoggi,12,10,1.2,0
spitzkohl,12,7,1.7142857142857100,0
sprosen,12,4,3,0
vegi burger,12,7,1.7142857142857100,0
28150,11,2,5.5,0
76320,11,2,5.5,0
91327,11,5,2.2,0
Apfelstrudel,11,5,2.2,0
Aufschnitt,11,5,2.2,0
BUTER,11,1,11,0
Blutorangen,11,11,1,0
Brokkoli,11,7,1.5714285714285700,0
Burrata,11,7,1.5714285714285700,0
Chicken Nuggets,11,1,11,0
Eichblatt,11,8,1.375,0
Estragon,11,11,1,0
Gemüsemischung,11,4,2.75,0
Kaffee,11,5,2.2,0
Peperoncini,11,6,1.8333333333333300,0
Suppengemüse,11,5,2.2,0
Tomaten getrocknet,11,2,5.5,0
apfel ,11,8,1.375,0
aprikose,11,8,1.375,0
austernpilze,11,10,1.1,0
balsamico,11,11,1,0
batavia,11,6,1.8333333333333300,0
birnen ,11,4,2.75,0
blume,11,7,1.5714285714285700,0
brezel,11,6,1.8333333333333300,0
brocc,11,5,2.2,0
brot glutenfrei,11,4,2.75,0
butter portionen,11,9,1.2222222222222200,0
chiquita,11,1,11,0
chäschüechli,11,10,1.1,0
clementin,11,7,1.5714285714285700,0
crepes,11,10,1.1,0
dawa,11,7,1.5714285714285700,0
demi glace,11,5,2.2,0
dispensers,11,4,2.75,0
donut,11,7,1.5714285714285700,0
duchesse,11,6,1.8333333333333300,0
emmi glace,11,7,1.5714285714285700,0
fischstäbli,11,8,1.375,0
fleischtomaten,11,8,1.375,0
flora,11,7,1.5714285714285700,0
gemüse würfel,11,9,1.2222222222222200,0
gnocci,11,7,1.5714285714285700,0
grüne bohnen,11,11,1,0
haselnuss,11,7,1.5714285714285700,0
hydrol,11,1,11,0
joghurt assortiert,11,7,1.5714285714285700,0
johan,11,4,2.75,0
karambole,11,8,1.375,0
kartoffeln jumbo,11,9,1.2222222222222200,0
kartoffeln mehligkochend,11,5,2.2,0
knoblauch ,11,7,1.5714285714285700,0
kurbis,11,6,1.8333333333333300,0
leaf,11,4,2.75,0
linsen,11,6,1.8333333333333300,0
lollo grün,11,10,1.1,0
luzerner,11,8,1.375,0
menu,11,3,3.6666666666666700,0
mini lattich,11,5,2.2,0
mischung,11,4,2.75,0
more,11,2,5.5,0
mozza,11,6,1.8333333333333300,0
ovo,11,10,1.1,0
patisson,11,8,1.375,0
peper,11,9,1.2222222222222200,0
pepero,11,6,1.8333333333333300,0
peterliwurzel,11,9,1.2222222222222200,0
plant,11,7,1.5714285714285700,0
radis,11,9,1.2222222222222200,0
rahmquark,11,9,1.2222222222222200,0
rüebli julienne,11,9,1.2222222222222200,0
schokokuchen,11,5,2.2,0
semmel,11,9,1.2222222222222200,0
snack gurken,11,2,5.5,0
soya,11,8,1.375,0
spargeln,11,7,1.5714285714285700,0
speckwürfeli,11,8,1.375,0
sterne,11,9,1.2222222222222200,0
strudelteig,11,8,1.375,0
suppe,11,6,1.8333333333333300,0
terrine,11,8,1.375,0
toastbrot,11,8,1.375,0
tomme,11,10,1.1,0
tortelloni,11,7,1.5714285714285700,0
winter,11,5,2.2,0
zitronensaft,11,9,1.2222222222222200,0
zwiebel würfel,11,5,2.2,0
30141,10,2,5,0
49970,10,4,2.5,0
54141,10,2,5,0
81031,10,2,5,0
Birne,10,9,1.1111111111111100,0
Brüsseler,10,7,1.4285714285714300,0
Cherry tomaten,10,8,1.25,0
Chips,10,7,1.4285714285714300,0
Endivien,10,4,2.5,0
Geisskäse,10,7,1.4285714285714300,0
Golden,10,8,1.25,0
Joghurt ,10,5,2,0
Kartoffeln geschält,10,6,1.6666666666666700,0
Kerbel,10,7,1.4285714285714300,0
Knollensellerie,10,8,1.25,0
Kokosmilch,10,9,1.1111111111111100,0
Lachs,10,7,1.4285714285714300,0
Mayonnaise,10,7,1.4285714285714300,0
Milch UHT,10,8,1.25,0
Napf,10,3,3.3333333333333300,0
Paprika,10,6,1.6666666666666700,0
Poulet,10,4,2.5,0
Rotkraut,10,7,1.4285714285714300,0
Salami,10,7,1.4285714285714300,0
Salat mix,10,6,1.6666666666666700,0
Salatsauce,10,6,1.6666666666666700,0
Sauerkraut,10,9,1.1111111111111100,0
Vanille,10,6,1.6666666666666700,0
Wirsing,10,7,1.4285714285714300,0
apfel geraffelt,10,9,1.1111111111111100,0
asia mix,10,7,1.4285714285714300,0
baumnuss,10,9,1.1111111111111100,0
baumnüsse,10,9,1.1111111111111100,0
blutorange,10,8,1.25,0
braeburn,10,7,1.4285714285714300,0
brioche,10,8,1.25,0
brunos,10,10,1,0
butterplatten,10,5,2,0
bällchen,10,8,1.25,0
carrot,10,4,2.5,0
champig,10,8,1.25,0
charlotte,10,7,1.4285714285714300,0
cordon bleu,10,7,1.4285714285714300,0
cucumber,10,3,3.3333333333333300,0
drink uht,10,1,10,0
fiona,10,3,3.3333333333333300,0
fleur sprossen,10,2,5,0
galetten,10,9,1.1111111111111100,0
galgant,10,6,1.6666666666666700,0
gebrüder,10,1,10,0
gebäck,10,3,3.3333333333333300,0
gemüseschnitzel,10,4,2.5,0
hackfleisch,10,10,1,0
halloumi,10,7,1.4285714285714300,0
holunder,10,6,1.6666666666666700,0
häwi,10,7,1.4285714285714300,0
igelati,10,6,1.6666666666666700,0
kaffe,10,4,2.5,0
kartoffel ,10,6,1.6666666666666700,0
kartoffel fest,10,9,1.1111111111111100,0
kartoffel gesch,10,7,1.4285714285714300,0
kase ,10,1,10,0
kohlrab,10,6,1.6666666666666700,0
kräuterseit,10,7,1.4285714285714300,0
leek,10,6,1.6666666666666700,0
litchi,10,8,1.25,0
lusso,10,3,3.3333333333333300,0
mayonaise,10,9,1.1111111111111100,0
milk,10,3,3.3333333333333300,0
minestrone,10,5,2,0
mischpilz,10,5,2,0
mischsalat ,10,1,10,0
pastinella,10,6,1.6666666666666700,0
patatli,10,9,1.1111111111111100,0
peperon,10,6,1.6666666666666700,0
pepper,10,4,2.5,0
perl,10,6,1.6666666666666700,0
pita,10,6,1.6666666666666700,0
pizzateig,10,8,1.25,0
preiselbeer,10,8,1.25,0
raclett,10,8,1.25,0
ramseier,10,7,1.4285714285714300,0
röstikroketten,10,8,1.25,0
röstzwiebeln,10,9,1.1111111111111100,0
saftorangen,10,6,1.6666666666666700,0
salat ,10,6,1.6666666666666700,0
salomon,10,4,2.5,0
samosa,10,6,1.6666666666666700,0
schinkengipfeli,10,7,1.4285714285714300,0
schnitlauch,10,6,1.6666666666666700,0
strauch tomaten,10,5,2,0
suppen,10,2,5,0
tartar,10,7,1.4285714285714300,0
tiramisu,10,6,1.6666666666666700,0
tk kartoffel,10,1,10,0
tomatenmark,10,9,1.1111111111111100,0
traube,10,9,1.1111111111111100,0
uht milch,10,8,1.25,0
vacherin glace,10,1,10,0
yogurt,10,4,2.5,0
zuccetti,10,8,1.25,0
zuckersticks,10,7,1.4285714285714300,0
zwiebel gross,10,7,1.4285714285714300,0
zwiebeln gehackt,10,6,1.6666666666666700,0
Älpler,10,6,1.6666666666666700,0
48370,9,2,4.5,0
62880,9,5,1.8,0
69997,9,3,3,0
77314,9,7,1.2857142857142900,0
79600,9,3,3,0
Avocados,9,2,4.5,0
Bananen Fremde,9,1,9,0
Beeren,9,9,1,0
Cantadou,9,7,1.2857142857142900,0
Cherry Tomaten,9,9,1,0
Chicken nuggets,9,4,2.25,0
Clementine,9,7,1.2857142857142900,0
Creme fraiche,9,7,1.2857142857142900,0
Floralp,9,5,1.8,0
Jogurt,9,4,2.25,0
Kadi Super Frites,9,1,9,0
Kartoffelsalat,9,7,1.2857142857142900,0
Kräuter,9,6,1.5,0
Mayo,9,7,1.2857142857142900,0
Petersilienwurzel,9,8,1.125,0
Physalis,9,8,1.125,0
Pouletbrust,9,6,1.5,0
Ravioli,9,7,1.2857142857142900,0
Ricotta,9,8,1.125,0
Rohzucker,9,4,2.25,0
Schwarzwurzel,9,6,1.5,0
Schwarzwäldertorte,9,3,3,0
Sojasauce,9,3,3,0
Waldbeeren,9,6,1.5,0
Wienerli,9,5,1.8,0
Zuchetti,9,9,1,0
Zwiebel rot,9,4,2.25,0
affila,9,6,1.5,0
apfel klein,9,6,1.5,0
apfelpunch,9,6,1.5,0
apfelschnitze,9,6,1.5,0
baby leaf,9,2,4.5,0
bananen ,9,6,1.5,0
basilico,9,5,1.8,0
bbq,9,6,1.5,0
bergamotte,9,7,1.2857142857142900,0
bifidus,9,6,1.5,0
bistro,9,3,3,0
blattsalat mix,9,7,1.2857142857142900,0
boursin,9,7,1.2857142857142900,0
bratspeck,9,7,1.2857142857142900,0
buttergipfeli,9,3,3,0
bündnerfleisch,9,7,1.2857142857142900,0
cervelat,9,7,1.2857142857142900,0
champignon weiss,9,4,2.25,0
chicore,9,6,1.5,0
chocolate,9,1,9,0
clemen,9,7,1.2857142857142900,0
cocobohnen,9,8,1.125,0
dinkel,9,7,1.2857142857142900,0
dörrbohnen,9,7,1.2857142857142900,0
erbeeren,9,2,4.5,0
erbsen tk,9,7,1.2857142857142900,0
festkochend,9,8,1.125,0
fiorentina,9,4,2.25,0
frucht,9,6,1.5,0
frühling,9,6,1.5,0
gemüsebouillon,9,5,1.8,0
ginger,9,7,1.2857142857142900,0
good day,9,7,1.2857142857142900,0
greyerzer,9,8,1.125,0
grissini,9,4,2.25,0
grüner salat,9,5,1.8,0
gurken ,9,7,1.2857142857142900,0
haco,9,4,2.25,0
haferflocken,9,7,1.2857142857142900,0
hörnli,9,5,1.8,0
joghurt hirz,9,5,1.8,0
johannisbeer,9,8,1.125,0
kaffeebohnen,9,6,1.5,0
karotten würfel,9,6,1.5,0
kartoffeln b,9,3,3,0
kartoffeln typ c,9,7,1.2857142857142900,0
kebab,9,7,1.2857142857142900,0
kern & sammet,9,3,3,0
kiku,9,7,1.2857142857142900,0
kisag,9,8,1.125,0
knorr,9,3,3,0
kochbutter,9,9,1,0
kurkuma,9,8,1.125,0
käsemischung,9,7,1.2857142857142900,0
kürbiskerne,9,6,1.5,0
lauch ,9,7,1.2857142857142900,0
lebkuchen,9,7,1.2857142857142900,0
mandelmilch,9,7,1.2857142857142900,0
meersalz,9,6,1.5,0
melanzane,9,5,1.8,0
micro leaves,9,7,1.2857142857142900,0
milch ,9,5,1.8,0
mini mais,9,3,3,0
minz,9,8,1.125,0
miso,9,5,1.8,0
natur joghurt,9,8,1.125,0
nüssli ,9,2,4.5,0
okra,9,5,1.8,0
onion,9,4,2.25,0
pakchoi,9,8,1.125,0
pane,9,2,4.5,0
panna,9,4,2.25,0
patatine,9,7,1.2857142857142900,0
perlen,9,5,1.8,0
pflaume,9,5,1.8,0
potatoes,9,2,4.5,0
radieschen,9,9,1,0
randen geraffelt,9,6,1.5,0
randen geschält,9,9,1,0
randensaft,9,8,1.125,0
raspberry,9,3,3,0
reisnudeln,9,4,2.25,0
roux,9,7,1.2857142857142900,0
rührei,9,9,1,0
san marzano,9,6,1.5,0
satay,9,4,2.25,0
schinkengipfel,9,9,1,0
schokoladen,9,4,2.25,0
schokoladen kuchen,9,3,3,0
sojasauce,9,9,1,0
spinach,9,4,2.25,0
spitzkabis,9,6,1.5,0
sticks,9,8,1.125,0
suppengemüse,9,7,1.2857142857142900,0
toblerone,9,5,1.8,0
topping,9,6,1.5,0
truten,9,8,1.125,0
voll milch,9,3,3,0
zucchett,9,8,1.125,0
1000,8,1,8,0
10440,8,4,2,0
11990,8,3,2.6666666666666700,0
14230,8,4,2,0
21060,8,4,2,0
39511,8,2,4,0
46000,8,2,4,0
46520,8,3,2.6666666666666700,0
54421,8,1,8,0
61616,8,3,2.6666666666666700,0
61830,8,2,4,0
69309,8,3,2.6666666666666700,0
80860,8,2,4,0
BUTTER,8,5,1.6,0
Bergkäse,8,6,1.3333333333333300,0
Brätler,8,4,2,0
Brötli,8,5,1.6,0
Butter ,8,3,2.6666666666666700,0
Eisberg foliert,8,5,1.6,0
Eiweiss,8,7,1.1428571428571400,0
Fleischtomaten,8,8,1,0
Frites,8,2,4,0
Frühlingszwiebeln,8,7,1.1428571428571400,0
Hafermilch,8,6,1.3333333333333300,0
Hartkäse,8,2,4,0
Himbeer,8,4,2,0
Kernser,8,4,2,0
Kichererbsen,8,7,1.1428571428571400,0
Laktose,8,4,2,0
Lattich,8,5,1.6,0
Limetten,8,8,1,0
Monin,8,3,2.6666666666666700,0
Morcheln,8,4,2,0
Nectaflor,8,2,4,0
Paniermehl,8,4,2,0
Pastinake,8,7,1.1428571428571400,0
Pesto,8,8,1,0
Randen ,8,4,2,0
Rapsöl,8,7,1.1428571428571400,0
Rohschinken,8,6,1.3333333333333300,0
Rote Zwiebeln,8,6,1.3333333333333300,0
Rührei,8,5,1.6,0
Salatgurke,8,5,1.6,0
Teigwa,8,1,8,0
Tempeh,8,2,4,0
Tomate,8,3,2.6666666666666700,0
Tomatensauce,8,7,1.1428571428571400,0
Topinambur,8,4,2,0
Zwiebeln gelb,8,3,2.6666666666666700,0
Zwiebeln geschält,8,7,1.1428571428571400,0
Zwiebeln rot,8,6,1.3333333333333300,0
agnolotti,8,5,1.6,0
alpro,8,5,1.6,0
anana,8,5,1.6,0
anke,8,4,2,0
antipasti ,8,1,8,0
apfelküchlein,8,7,1.1428571428571400,0
aubergi,8,5,1.6,0
bananen fremd,8,4,2,0
bell pepper,8,3,2.6666666666666700,0
biotta,8,4,2,0
blattsal,8,1,8,0
bohnen ,8,7,1.1428571428571400,0
bolognese,8,5,1.6,0
boskop,8,8,1,0
bruno,8,7,1.1428571428571400,0
brätler,8,7,1.1428571428571400,0
california,8,6,1.3333333333333300,0
cicorino,8,8,1,0
cipollotte,8,6,1.3333333333333300,0
cocktail,8,7,1.1428571428571400,0
coulis,8,6,1.3333333333333300,0
cremeschnitte,8,8,1,0
ditzler,8,2,4,0
doppelrahm,8,5,1.6,0
drink,8,3,2.6666666666666700,0
eier gekocht,8,5,1.6,0
erbs,8,6,1.3333333333333300,0
fiori,8,3,2.6666666666666700,0
fischfilet,8,1,8,0
gerieben,8,7,1.1428571428571400,0
gran,8,5,1.6,0
granatapfelkerne,8,6,1.3333333333333300,0
griechisches joghurt,8,1,8,0
griess,8,4,2,0
gruyer,8,7,1.1428571428571400,0
guggisberg,8,2,4,0
harlekin,8,3,2.6666666666666700,0
haselnüsse,8,8,1,0
insalata,8,4,2,0
joghurt ass,8,6,1.3333333333333300,0
joghurt napf,8,5,1.6,0
karotten pfälzer,8,2,4,0
kartoffelwürfel,8,8,1,0
kern und sammet,8,4,2,0
kimchi,8,6,1.3333333333333300,0
kochwein,8,8,1,0
konfi,8,7,1.1428571428571400,0
konfitüre,8,5,1.6,0
kristallzucker,8,7,1.1428571428571400,0
kräuterseitling,8,8,1,0
light joghurt,8,2,4,0
magnum,8,4,2,0
maiskolben,8,8,1,0
mehlig,8,7,1.1428571428571400,0
mehligkochend,8,7,1.1428571428571400,0
milch laktosefrei,8,7,1.1428571428571400,0
mischsalat basic,8,4,2,0
mischsalat kids,8,3,2.6666666666666700,0
müesli,8,5,1.6,0
napf chäsi,8,3,2.6666666666666700,0
nougat,8,5,1.6,0
oliven ,8,5,1.6,0
parmigiano,8,6,1.3333333333333300,0
pecorino,8,4,2,0
pep rot,8,1,8,0
peperoni streifen,8,8,1,0
peterli liscio,8,7,1.1428571428571400,0
pfifferlinge,8,5,1.6,0
picnic,8,6,1.3333333333333300,0
pista,8,4,2,0
planted,8,6,1.3333333333333300,0
pomodori,8,4,2,0
rhabarber,8,4,2,0
riso,8,6,1.3333333333333300,0
risole,8,6,1.3333333333333300,0
risolee,8,4,2,0
rösti kroketten,8,8,1,0
safran,8,6,1.3333333333333300,0
salat fertig,8,2,4,0
sango,8,4,2,0
scheiben,8,6,1.3333333333333300,0
schnitzel,8,6,1.3333333333333300,0
schokoladenkuchen,8,5,1.6,0
schwarzwälder,8,7,1.1428571428571400,0
silberzwiebeln,8,7,1.1428571428571400,0
solo,8,7,1.1428571428571400,0
sprossen mix,8,5,1.6,0
stangen,8,3,2.6666666666666700,0
sweet chili,8,5,1.6,0
tartare,8,5,1.6,0
tempeh,8,5,1.6,0
thimian,8,8,1,0
toni,8,2,4,0
typ a,8,3,2.6666666666666700,0
vermicelle,8,7,1.1428571428571400,0
würfel,8,3,2.6666666666666700,0
zitronen bio,8,4,2,0
zucchet,8,3,2.6666666666666700,0
zucchetti ,8,6,1.3333333333333300,0
zwiebel geh,8,3,2.6666666666666700,0
zwiebeln gesch,8,6,1.3333333333333300,0
10400,7,3,2.3333333333333300,0
11490,7,1,7,0
12071,7,3,2.3333333333333300,0
13080,7,4,1.75,0
15130,7,3,2.3333333333333300,0
29090,7,6,1.1666666666666700,0
34070,7,3,2.3333333333333300,0
39581,7,3,2.3333333333333300,0
46480,7,4,1.75,0
46560,7,1,7,0
47914,7,1,7,0
48031,7,2,3.5,0
48900,7,1,7,0
48914,7,4,1.75,0
54143,7,6,1.1666666666666700,0
6350,7,2,3.5,0
66380,7,3,2.3333333333333300,0
74058,7,1,7,0
81392,7,2,3.5,0
88102,7,5,1.4,0
Agria,7,6,1.1666666666666700,0
Appenzeller,7,4,1.75,0
Baguette,7,4,1.75,0
Brezel,7,1,7,0
Broccoli ,7,2,3.5,0
Carotten,7,2,3.5,0
Cornichons,7,4,1.75,0
Eisberg ,7,4,1.75,0
Emmi ,7,1,7,0
Fertigsalate,7,1,7,0
Karotte,7,3,2.3333333333333300,0
Karotten gross,7,5,1.4,0
Kartoffel ,7,2,3.5,0
Kebab,7,2,3.5,0
Kresse Mix,7,1,7,0
Kroketten,7,7,1,0
Maroni,7,4,1.75,0
Mehl,7,6,1.1666666666666700,0
Mini Gemüse,7,1,7,0
Nussstangen,7,1,7,0
Ovo,7,7,1,0
Pasta,7,1,7,0
Peperoni ,7,2,3.5,0
Philadelphia,7,7,1,0
Pommes frites,7,6,1.1666666666666700,0
Purefood,7,1,7,0
Ratatouille,7,6,1.1666666666666700,0
Rotkabis,7,7,1,0
Rüebli gesch,7,1,7,0
Sakura,7,5,1.4,0
Salatgurken,7,7,1,0
Saucen,7,1,7,0
Silberzwiebeln,7,5,1.4,0
Tomaten ,7,4,1.75,0
Tortellini,7,4,1.75,0
Trauben blau,7,5,1.4,0
Zucchini,7,6,1.1666666666666700,0
Zwetschgen,7,6,1.1666666666666700,0
Zwiebeln gross,7,7,1,0
amaretti,7,6,1.1666666666666700,0
ananas ,7,5,1.4,0
andros,7,5,1.4,0
anti antipasti,7,2,3.5,0
apfel geschält,7,5,1.4,0
backpapier,7,3,2.3333333333333300,0
baked potatoes,7,6,1.1666666666666700,0
balsamico perlen,7,4,1.75,0
bananen fremde,7,4,1.75,0
beeren tk,7,6,1.1666666666666700,0
belper,7,5,1.4,0
bio zitronen,7,3,2.3333333333333300,0
bistro boulangerie,7,2,3.5,0
blatt,7,5,1.4,0
blueberry,7,4,1.75,0
blätterteig rolle,7,5,1.4,0
blüten ,7,1,7,0
bohnensalat,7,4,1.75,0
brocoli,7,6,1.1666666666666700,0
büffel,7,7,1,0
caffe,7,3,2.3333333333333300,0
carlo,7,5,1.4,0
carote,7,5,1.4,0
champignon braun,7,4,1.75,0
champignons geschnitten,7,4,1.75,0
cherry gelb,7,1,7,0
chinese,7,2,3.5,0
chives,7,3,2.3333333333333300,0
cico rosso,7,6,1.1666666666666700,0
cip,7,3,2.3333333333333300,0
cipo,7,5,1.4,0
cipolle,7,4,1.75,0
dattel,7,5,1.4,0
di marco,7,4,1.75,0
ditzler knoblauch,7,2,7,0
drinkmilch uht,7,2,3.5,0
dubler,7,4,1.75,0
egli,7,5,1.4,0
eier ,7,5,1.4,0
engelshaar,7,6,1.1666666666666700,0
erdnuss,7,6,1.1666666666666700,0
familia,7,5,1.4,0
fizzy,7,2,3.5,0
flamm,7,3,2.3333333333333300,0
french,7,7,1,0
frisch käse,7,2,3.5,0
fritieröl,7,5,1.4,0
frühlings,7,6,1.1666666666666700,0
frühlingsrolle,7,6,1.1666666666666700,0
gala ,7,5,1.4,0
geflügel,7,5,1.4,0
geschnetzeltes,7,5,1.4,0
glace kinder,7,1,7,0
gourmet,7,3,2.3333333333333300,0
granny,7,4,1.75,0
götterfrucht,7,2,3.5,0
